Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
LengthOfByteString/ExMemory 100,7.882480897038693e-7,7.549049493941937e-7,8.330002596470549e-7,1.2333888425064244e-7,9.875975476810904e-8,1.4414343693436595e-7
LengthOfByteString/ExMemory 110,6.882677598352831e-7,6.6334843319247e-7,7.138280435110758e-7,8.168194886891389e-8,6.043567935396374e-8,1.0238512647835476e-7
LengthOfByteString/ExMemory 120,6.040354476509788e-7,5.863934058879834e-7,6.220987463953349e-7,6.256946991523301e-8,5.4836719543723693e-8,6.921456351921365e-8
LengthOfByteString/ExMemory 130,6.868727620351711e-7,6.607511207077961e-7,7.184604505680946e-7,9.572256839522427e-8,8.007153994633063e-8,1.1129143510843907e-7
LengthOfByteString/ExMemory 140,7.087439798806919e-7,6.965807828199067e-7,7.289107623550143e-7,4.894168430880641e-8,3.096601822869819e-8,6.974919116537437e-8
LengthOfByteString/ExMemory 150,5.979605471889063e-7,5.758310695362862e-7,6.549784503486183e-7,1.0943458788719509e-7,3.888145000736447e-8,2.1671156123879755e-7
LengthOfByteString/ExMemory 160,6.83685453648959e-7,6.540424009135044e-7,7.166998234626922e-7,1.0073394854450488e-7,8.589259515591555e-8,1.2783124076828358e-7
LengthOfByteString/ExMemory 170,6.868602668730752e-7,6.471761914222962e-7,7.957685548719904e-7,2.1561382249680698e-7,6.058008967788185e-8,4.044908220910521e-7
LengthOfByteString/ExMemory 180,6.590447984725329e-7,6.312759117099458e-7,6.998902831821653e-7,1.010187090355836e-7,7.83126940544882e-8,1.5112373780200126e-7
LengthOfByteString/ExMemory 190,5.916595737376765e-7,5.735390072371155e-7,6.259758076251354e-7,7.415980627016213e-8,4.826462275599176e-8,1.2159630615662303e-7
LengthOfByteString/ExMemory 200,6.847130418454329e-7,6.553189471524594e-7,7.047979232221931e-7,7.680402849752954e-8,6.319400668244126e-8,9.493840132748455e-8
LengthOfByteString/ExMemory 210,6.805378356893434e-7,6.630504609036583e-7,6.985663206214568e-7,6.372026897075587e-8,5.006630434090028e-8,8.390814142536602e-8
LengthOfByteString/ExMemory 220,6.719026707788632e-7,6.511111425295822e-7,6.933016203238646e-7,7.415202384726616e-8,6.327253126557619e-8,8.61619536361708e-8
LengthOfByteString/ExMemory 230,6.501654676550909e-7,6.172578461013479e-7,6.881427569322309e-7,1.080718751564918e-7,8.101109271378946e-8,1.472862908786515e-7
LengthOfByteString/ExMemory 240,6.48789077342364e-7,6.357793973159984e-7,6.624673648452181e-7,4.8249007412713227e-8,4.225880231266307e-8,5.606617392235874e-8
LengthOfByteString/ExMemory 250,6.12627015015199e-7,5.905732045536487e-7,6.358054313508542e-7,7.561088136804795e-8,6.6063743406981e-8,9.807019428046161e-8
LengthOfByteString/ExMemory 260,6.214995691931531e-7,6.054018696144182e-7,6.398195527796164e-7,5.792341085065908e-8,4.779407818936436e-8,7.137033562523646e-8
LengthOfByteString/ExMemory 270,6.48978791018117e-7,6.222351827169367e-7,6.964113210943184e-7,1.0817767955692163e-7,8.615523566657281e-8,1.4163162664562768e-7
LengthOfByteString/ExMemory 280,7.273409232460996e-7,7.023604041921514e-7,7.589654350034306e-7,9.054885191108095e-8,6.734416076523492e-8,1.1684256877440704e-7
LengthOfByteString/ExMemory 290,6.893119948804503e-7,6.641314122589619e-7,7.254987616539801e-7,1.0838129292304805e-7,7.848441177016562e-8,1.519205508383741e-7
LengthOfByteString/ExMemory 300,7.035527700743084e-7,6.814497855619549e-7,7.218471106630138e-7,6.514790818471676e-8,4.6018254246949786e-8,8.635656466341079e-8
LengthOfByteString/ExMemory 310,6.259485364486269e-7,6.007416425656347e-7,6.522109007939796e-7,7.790521443565332e-8,6.782798961162259e-8,9.6835132024059e-8
LengthOfByteString/ExMemory 320,6.321656225701692e-7,6.078215511738339e-7,6.759558216040754e-7,9.188635146813294e-8,6.438478661022203e-8,1.5417260077692185e-7
LengthOfByteString/ExMemory 330,7.490891207036527e-7,7.071217246567769e-7,8.00662691015682e-7,1.6322583360836186e-7,1.2399185792253225e-7,2.4992402606768153e-7
LengthOfByteString/ExMemory 340,7.438598717463289e-7,7.200369583529089e-7,7.823745581989986e-7,9.566176946221239e-8,6.413940549790668e-8,1.3116019483742792e-7
LengthOfByteString/ExMemory 350,7.035828208171251e-7,6.759517627904301e-7,7.65710547292389e-7,1.3052028162475792e-7,7.848212611192841e-8,2.288290254207926e-7
LengthOfByteString/ExMemory 360,7.218445445547734e-7,7.065028612151254e-7,7.451233114115711e-7,6.228043582053745e-8,4.136140970218636e-8,8.708045923746385e-8
LengthOfByteString/ExMemory 370,6.403070540810273e-7,6.126883960994457e-7,6.941556719861621e-7,1.474620335808577e-7,7.564042625090142e-8,2.5184323122791643e-7
LengthOfByteString/ExMemory 380,7.445059148068488e-7,7.246921266969575e-7,7.802694797374841e-7,9.528715343324726e-8,6.734554430709059e-8,1.272939735609828e-7
LengthOfByteString/ExMemory 390,8.521015641505208e-7,7.073089673189157e-7,1.3877530626872369e-6,8.513536703415001e-7,9.196110778704923e-8,1.7923918871957496e-6
LengthOfByteString/ExMemory 400,6.298988070587208e-7,6.038062545935055e-7,6.57519926403072e-7,8.038605502043105e-8,7.320234221051702e-8,9.809230477575534e-8
LengthOfByteString/ExMemory 410,7.103348237524272e-7,6.914237402077045e-7,7.433823607639259e-7,7.349263507563045e-8,5.3427468263203745e-8,9.599301395039114e-8
LengthOfByteString/ExMemory 420,7.740272596639108e-7,7.484302690214329e-7,8.187965660425354e-7,1.0774005551258743e-7,7.767344949162908e-8,1.555962153657262e-7
LengthOfByteString/ExMemory 430,6.274300706167435e-7,6.065915155577271e-7,6.583990569328503e-7,8.38423879555966e-8,6.91642589011182e-8,1.1455748655252784e-7
LengthOfByteString/ExMemory 440,7.104248592583265e-7,6.896362585643811e-7,7.370377111169407e-7,7.895424969403333e-8,5.995520300675459e-8,1.1782016499530881e-7
LengthOfByteString/ExMemory 450,7.400821528649113e-7,7.274943355573999e-7,7.631642582396746e-7,5.8993538650999245e-8,4.03824179053677e-8,9.76492067868985e-8
LengthOfByteString/ExMemory 460,7.608397911815249e-7,7.337450028230585e-7,8.086022955641929e-7,1.1877678905349423e-7,6.22521314241567e-8,2.001013640340589e-7
LengthOfByteString/ExMemory 470,6.215543371596874e-7,6.001804154389066e-7,6.455944984163153e-7,7.736482008950878e-8,6.877780608659126e-8,8.523109098039196e-8
LengthOfByteString/ExMemory 480,6.875696849425404e-7,6.620355436100769e-7,7.255759248226488e-7,1.0989496277391446e-7,6.801026794323011e-8,1.7811023664345094e-7
LengthOfByteString/ExMemory 490,5.599387752027333e-7,5.57266544518654e-7,5.683425521772045e-7,1.3765884395531887e-8,2.5494835524004017e-9,2.8221411579953338e-8
LengthOfByteString/ExMemory 500,6.72291998323719e-7,6.358042677850934e-7,7.870097592104527e-7,1.9537163654965597e-7,8.991625537877678e-8,3.696024061738482e-7
LengthOfByteString/ExMemory 510,6.166851337503228e-7,5.945398390186918e-7,6.357089457942303e-7,6.497767316117254e-8,5.752992934643395e-8,7.097719392594858e-8
LengthOfByteString/ExMemory 520,6.796780928093673e-7,6.652689147454233e-7,6.921714326440898e-7,4.863898616461481e-8,3.449227600119894e-8,6.652691940681809e-8
LengthOfByteString/ExMemory 530,6.651339953337996e-7,6.3958435237684e-7,6.82603591972712e-7,6.636308084152213e-8,5.622471734052218e-8,7.58202122437372e-8
LengthOfByteString/ExMemory 540,5.975485644672047e-7,5.806366311536905e-7,6.210687591287786e-7,6.536992820598864e-8,5.026789302664773e-8,8.794202569707592e-8
LengthOfByteString/ExMemory 550,5.992678584982137e-7,5.812272830744498e-7,6.183657491209858e-7,6.201008268865537e-8,4.991765442338946e-8,6.988267881752597e-8
LengthOfByteString/ExMemory 560,6.118942839961536e-7,5.897017170057119e-7,6.542661979915437e-7,9.175541165434806e-8,5.18608443649424e-8,1.6315175578856522e-7
LengthOfByteString/ExMemory 570,7.477839624150374e-7,7.27106838927139e-7,7.73033446651548e-7,7.390143213269254e-8,5.471503380764367e-8,9.024366665162159e-8
LengthOfByteString/ExMemory 580,6.185268827267793e-7,5.972254424924404e-7,6.45740972312293e-7,8.242429388052206e-8,6.115853211603029e-8,1.228057632384649e-7
LengthOfByteString/ExMemory 590,6.709517202050242e-7,6.491113553206645e-7,6.854250216272546e-7,6.092624183290727e-8,4.8515895845065355e-8,7.413997622756083e-8
LengthOfByteString/ExMemory 600,6.78729755320946e-7,6.53660962084449e-7,7.121857100114059e-7,9.308359999717726e-8,6.593387881421294e-8,1.3334902626951045e-7
LengthOfByteString/ExMemory 610,7.311552640425832e-7,7.06039190598654e-7,7.730459902037184e-7,1.0835664182402072e-7,8.35944182675511e-8,1.3718030577784738e-7
LengthOfByteString/ExMemory 620,7.173489050729432e-7,6.926565500270646e-7,7.635091493640841e-7,1.0761899610400175e-7,8.453227335596082e-8,1.47043384586124e-7
LengthOfByteString/ExMemory 630,6.646128845964113e-7,6.392595409757813e-7,6.962931957398263e-7,1.0042844915089305e-7,7.829466855610023e-8,1.3510211954241806e-7
LengthOfByteString/ExMemory 640,6.86183180745804e-7,6.661195795238657e-7,7.130039881807805e-7,8.039864417299303e-8,6.25417039925909e-8,1.1596850176796708e-7
LengthOfByteString/ExMemory 650,7.428689236002893e-7,7.270927535527804e-7,7.683899472367933e-7,7.016414664310869e-8,5.4549065303095313e-8,9.193554375320486e-8
LengthOfByteString/ExMemory 660,6.584331387267979e-7,6.364680572572396e-7,6.857614307660394e-7,7.890682196172766e-8,6.761827880736708e-8,1.1494454092943387e-7
LengthOfByteString/ExMemory 670,6.664234329603744e-7,6.351101945386114e-7,7.166207593061309e-7,1.2050896478196344e-7,8.667317636501048e-8,1.6569610260551643e-7
LengthOfByteString/ExMemory 680,7.408333851946023e-7,7.07831568375095e-7,7.953276092157215e-7,1.3819353168474037e-7,8.795496193221717e-8,2.2498271889329038e-7
LengthOfByteString/ExMemory 690,7.383542802833562e-7,7.191554277571096e-7,7.877174873018695e-7,8.17553188194653e-8,5.647630263238328e-8,1.1728925502454126e-7
LengthOfByteString/ExMemory 700,6.993694628983801e-7,6.66031514750204e-7,7.353129047255434e-7,1.24014662259141e-7,9.361411165537626e-8,1.8065374732675387e-7
LengthOfByteString/ExMemory 710,6.08072625850941e-7,5.890166381306355e-7,6.303565528362408e-7,6.927068456417828e-8,5.9026453180186716e-8,8.00116555976291e-8
LengthOfByteString/ExMemory 720,7.120466949702324e-7,6.895635761840733e-7,7.371986200048369e-7,7.780378583336783e-8,6.245488986877055e-8,9.696975584283952e-8
LengthOfByteString/ExMemory 730,7.496378577470202e-7,7.059265879131195e-7,8.047862086552758e-7,1.5629144183199313e-7,1.2147189760508668e-7,1.9673135759765754e-7
LengthOfByteString/ExMemory 740,7.260917841472788e-7,7.045564899667814e-7,7.565651969064275e-7,8.233909488541438e-8,6.004250182681003e-8,1.0394171722357515e-7
LengthOfByteString/ExMemory 750,6.923050129224529e-7,6.656373320621853e-7,7.367926901713679e-7,1.1702342673706638e-7,8.486781007196284e-8,1.5622169355417793e-7
LengthOfByteString/ExMemory 760,6.575383094023202e-7,6.39302174783914e-7,6.775064316119035e-7,6.576310770762702e-8,5.6429543839554506e-8,7.393697263859084e-8
LengthOfByteString/ExMemory 770,6.324540011412998e-7,6.03323915838969e-7,6.72666220986525e-7,1.1074360941370758e-7,8.501972931384881e-8,1.4674783869457496e-7
LengthOfByteString/ExMemory 780,5.686459079022806e-7,5.607257335336351e-7,5.803349865778944e-7,3.291014832758751e-8,1.6586451258153267e-8,4.9812552526713284e-8
LengthOfByteString/ExMemory 790,6.736788457649552e-7,6.526981901883003e-7,7.22121218447988e-7,9.895114272440265e-8,5.796569655352546e-8,1.7678751396114153e-7
LengthOfByteString/ExMemory 800,6.324500059485253e-7,6.090768274021861e-7,6.712588561442756e-7,9.398676602820247e-8,8.152875263374888e-8,1.1300388762029766e-7
LengthOfByteString/ExMemory 810,7.36356290294028e-7,7.060822869045073e-7,7.952789619881959e-7,1.4494999295751363e-7,8.54003770242564e-8,2.538893440073654e-7
LengthOfByteString/ExMemory 820,6.066570746729119e-7,5.884971753800071e-7,6.281074154550156e-7,6.303861401096218e-8,5.5145875322516417e-8,6.760878013922805e-8
LengthOfByteString/ExMemory 830,6.094352576897699e-7,5.905770455730385e-7,6.451161129717908e-7,8.369584884650805e-8,5.978199554919711e-8,1.5361071416761353e-7
LengthOfByteString/ExMemory 840,5.909380444591016e-7,5.764808360072998e-7,6.162051477194767e-7,6.267016259663054e-8,4.7977391623374634e-8,8.915501762794527e-8
LengthOfByteString/ExMemory 850,7.247496547130034e-7,7.082321453908796e-7,7.42220134422637e-7,6.702426220973947e-8,4.892319486009783e-8,8.536664149188604e-8
LengthOfByteString/ExMemory 860,6.754708375034186e-7,6.560873340289364e-7,7.015334595703913e-7,7.865572749410443e-8,5.4714223240706856e-8,1.1840787891128654e-7
LengthOfByteString/ExMemory 870,6.510484905350561e-7,6.220963756522358e-7,6.780562889850337e-7,9.355411626117938e-8,7.639543846441053e-8,1.199047305158788e-7
LengthOfByteString/ExMemory 880,7.238895101864547e-7,7.082417209394314e-7,7.525760820652875e-7,5.818199769098031e-8,4.089385593347976e-8,8.850401889576563e-8
LengthOfByteString/ExMemory 890,6.343633433063925e-7,6.093209099414177e-7,6.649522305444713e-7,9.16255379420605e-8,7.517358914287307e-8,1.148701093957495e-7
LengthOfByteString/ExMemory 900,6.671874531795142e-7,6.486454583237798e-7,6.935994950234878e-7,7.773220281098794e-8,6.116415771527817e-8,1.165938876354125e-7
LengthOfByteString/ExMemory 910,6.801941965869808e-7,6.44005024730931e-7,7.210511709241588e-7,1.1904820860192141e-7,9.90123872816498e-8,1.473209050250672e-7
LengthOfByteString/ExMemory 920,6.222266312513024e-7,5.988014185184825e-7,6.513536646646122e-7,7.707388415479695e-8,6.757982475308344e-8,1.0367010321448803e-7
LengthOfByteString/ExMemory 930,6.449562167740297e-7,6.213645904206969e-7,6.714937879206663e-7,7.462239207783434e-8,5.786275055581539e-8,1.1187837097973176e-7
LengthOfByteString/ExMemory 940,6.911763095959514e-7,6.670139856452388e-7,7.102385549608062e-7,6.867226043407582e-8,5.499754198277694e-8,9.224531413574831e-8
LengthOfByteString/ExMemory 950,6.40210306592918e-7,6.179463168716139e-7,6.936311186122151e-7,1.1700961096355688e-7,6.046203015056964e-8,1.9359837015678842e-7
LengthOfByteString/ExMemory 960,5.913324707686806e-7,5.804276675994231e-7,6.08840628558198e-7,4.490210580480697e-8,3.831537919984364e-8,5.585799899496913e-8
LengthOfByteString/ExMemory 970,6.42940859457502e-7,6.129686784770085e-7,7.381714102779355e-7,1.65392342806638e-7,9.552070455064447e-8,3.0217532432131464e-7
LengthOfByteString/ExMemory 980,6.050962721794295e-7,5.916263439348887e-7,6.284665343565536e-7,6.603671031762254e-8,5.6243987635223554e-8,8.633154673880899e-8
LengthOfByteString/ExMemory 990,6.938376679607017e-7,6.479126823623252e-7,8.470507659159385e-7,2.814260869479312e-7,9.40902385713588e-8,5.732662180910461e-7
LengthOfByteString/ExMemory 1000,7.0850352241689e-7,6.833297721521418e-7,7.400414059312757e-7,9.460483065829966e-8,6.831551703072864e-8,1.2711136542883227e-7
LengthOfByteString/ExMemory 1010,5.863458315309651e-7,5.745497226290422e-7,6.071668880016349e-7,5.1518300527961474e-8,4.085642860379037e-8,6.401909201084914e-8
LengthOfByteString/ExMemory 1020,6.690182675650169e-7,6.383806843456195e-7,7.014878285853622e-7,1.089138397251591e-7,9.160041247496749e-8,1.4759385605275993e-7
LengthOfByteString/ExMemory 1030,6.253306394710732e-7,6.064716075597157e-7,6.555897914711612e-7,8.092309455062056e-8,6.493103552273144e-8,1.2273417626016333e-7
LengthOfByteString/ExMemory 1040,6.400828678847831e-7,6.183534987807994e-7,6.960109519123664e-7,1.0769061856653772e-7,6.88997354558908e-8,1.8125699592403851e-7
LengthOfByteString/ExMemory 1050,6.779638631911837e-7,6.636425336272518e-7,6.887738210415479e-7,4.598127339421626e-8,3.75155091093771e-8,6.140240928829813e-8
LengthOfByteString/ExMemory 1060,7.005336666975294e-7,6.713165422263038e-7,7.432023309595312e-7,1.1956523317262174e-7,7.221755295389434e-8,1.9773152792814338e-7
LengthOfByteString/ExMemory 1070,5.890221319886165e-7,5.734904662480384e-7,6.064311123778607e-7,5.520518662132601e-8,4.103696193630336e-8,6.670964301008988e-8
LengthOfByteString/ExMemory 1080,7.309952953910564e-7,7.160143386474984e-7,7.556075045926601e-7,6.444198487993657e-8,4.038954862441022e-8,9.36912101638699e-8
LengthOfByteString/ExMemory 1090,6.660801356181961e-7,6.474302027659355e-7,6.851943455980056e-7,7.169178435297761e-8,5.3539105391478714e-8,9.72486625038258e-8
LengthOfByteString/ExMemory 1100,6.040030639161352e-7,5.868123130346465e-7,6.275265440117518e-7,7.322142470757115e-8,5.8908486053961256e-8,1.0263152523286654e-7
LengthOfByteString/ExMemory 1110,6.617150335263739e-7,6.374695659897702e-7,6.927532945718219e-7,8.812631689149269e-8,7.156917310061281e-8,1.237547203955243e-7
LengthOfByteString/ExMemory 1120,7.499161285313052e-7,7.322767314749191e-7,7.736437527866144e-7,6.535494281234423e-8,4.800540576948683e-8,8.667742830469613e-8
LengthOfByteString/ExMemory 1130,7.030390104147525e-7,6.737219878530103e-7,7.332728048713216e-7,8.665603696670073e-8,6.952266505833533e-8,1.1190338362546183e-7
LengthOfByteString/ExMemory 1140,6.068953665489133e-7,5.895199314569143e-7,6.324973677135199e-7,6.860870161983643e-8,5.49023867424559e-8,8.831465611378981e-8
LengthOfByteString/ExMemory 1150,6.820917591678995e-7,6.533428788529818e-7,7.193192182506079e-7,1.0651851654717563e-7,8.295444925444593e-8,1.4110315607592737e-7
LengthOfByteString/ExMemory 1160,6.293817673997457e-7,6.097475838741161e-7,6.507215961059269e-7,7.480909558066671e-8,6.626665949924069e-8,9.761585676346669e-8
LengthOfByteString/ExMemory 1170,7.641316632078652e-7,7.371082066299383e-7,8.027774958508567e-7,1.0355472266462541e-7,7.714451796000741e-8,1.4444710994835873e-7
LengthOfByteString/ExMemory 1180,6.163379379805067e-7,5.991643885550932e-7,6.362703286074481e-7,6.80985442726041e-8,5.040833232709332e-8,1.0584603866345036e-7
LengthOfByteString/ExMemory 1190,5.992529097821766e-7,5.807630511493756e-7,6.250603266602219e-7,7.179970884479475e-8,4.703850809735108e-8,1.0144889279816606e-7
LengthOfByteString/ExMemory 1200,6.697768291077397e-7,6.43220170830933e-7,7.043608608301971e-7,8.825599998738405e-8,7.522104862658328e-8,1.1857349871185703e-7
LengthOfByteString/ExMemory 1210,6.584009796220198e-7,6.331958230193111e-7,6.910883874391203e-7,9.79009938331998e-8,8.251535581416031e-8,1.2769685373826246e-7
LengthOfByteString/ExMemory 1220,7.011038370620977e-7,6.648873861756347e-7,7.453857598493101e-7,1.1889779993100099e-7,8.585213467588871e-8,1.7609501188241174e-7
LengthOfByteString/ExMemory 1230,6.645415064638436e-7,6.368739603417766e-7,6.915031515442205e-7,8.470835183940037e-8,7.19780977037217e-8,1.0417880289116378e-7
LengthOfByteString/ExMemory 1240,6.299746003423107e-7,6.040725602693192e-7,6.626385743990341e-7,9.540707931334262e-8,7.07019993930888e-8,1.412275716689066e-7
LengthOfByteString/ExMemory 1250,6.933197231374595e-7,6.69647733693589e-7,7.185174252304157e-7,7.640038016423057e-8,6.107415174265247e-8,9.666222516512119e-8
LengthOfByteString/ExMemory 1260,6.882562093140553e-7,6.616567319853623e-7,7.56246318955895e-7,1.2848795190081614e-7,6.933070344833713e-8,2.385806209474144e-7
LengthOfByteString/ExMemory 1270,7.320481227628566e-7,7.126916421580743e-7,7.555902711249892e-7,7.089923426997226e-8,5.040588874955092e-8,9.216536810035455e-8
LengthOfByteString/ExMemory 1280,6.529676579148531e-7,6.153286101409666e-7,8.043364971721747e-7,2.293491560977174e-7,6.017796271210845e-8,4.7319389018769503e-7
LengthOfByteString/ExMemory 1290,6.059457194602824e-7,5.88522708339463e-7,6.262674203562032e-7,6.46672430256126e-8,5.822095640969238e-8,7.511687525553684e-8
LengthOfByteString/ExMemory 1300,6.302130836287848e-7,6.080955926409257e-7,6.483282239777984e-7,6.590245337797235e-8,6.001183883306489e-8,7.42497909633015e-8
LengthOfByteString/ExMemory 1310,6.672203471374986e-7,6.38738912183279e-7,7.052449604838451e-7,1.1137082943665159e-7,9.679088214963336e-8,1.310328129472811e-7
LengthOfByteString/ExMemory 1320,6.081757910807289e-7,5.893924520696536e-7,6.283427715981433e-7,6.431551689821554e-8,5.633188627208525e-8,6.952194655381942e-8
LengthOfByteString/ExMemory 1330,6.107748393930604e-7,5.908543542727897e-7,6.404876235911749e-7,8.798788499962835e-8,6.744957180185343e-8,1.1607955193551817e-7
LengthOfByteString/ExMemory 1340,7.225591514754025e-7,6.980477068314413e-7,7.554698840107499e-7,9.572463740132998e-8,7.527820466361893e-8,1.3094526436395573e-7
LengthOfByteString/ExMemory 1350,7.470810413121923e-7,7.147552656257897e-7,7.956338543522964e-7,1.3277015546833968e-7,8.726934633230456e-8,1.885242445923175e-7
LengthOfByteString/ExMemory 1360,6.247264444942497e-7,6.007039183469681e-7,6.50965763892672e-7,8.332804670171469e-8,7.21242010469789e-8,9.33625252952473e-8
LengthOfByteString/ExMemory 1370,7.060269065645085e-7,6.832007563692769e-7,7.317205176957195e-7,8.49883458091408e-8,6.93553497431623e-8,1.0605466644669791e-7
LengthOfByteString/ExMemory 1380,6.344151093040697e-7,6.112636936364451e-7,6.622294595367313e-7,8.625480477853357e-8,7.709926475121181e-8,1.001544555185934e-7
LengthOfByteString/ExMemory 1390,6.760984574109035e-7,6.592252997512012e-7,7.001979016000573e-7,7.602136414198103e-8,6.018888774355655e-8,9.941384453798495e-8
LengthOfByteString/ExMemory 1400,5.939394342491806e-7,5.810292777602096e-7,6.141475919416008e-7,5.371868773112386e-8,4.360947705527433e-8,6.463331250380078e-8
LengthOfByteString/ExMemory 1410,6.859054961112647e-7,6.645077769983325e-7,7.1437399134017e-7,8.546175673448897e-8,6.247438289323931e-8,1.1028693022552756e-7
LengthOfByteString/ExMemory 1420,7.291577208281544e-7,7.151106221348576e-7,7.494092463328433e-7,5.344231805721064e-8,3.880219893706295e-8,7.082291323767414e-8
LengthOfByteString/ExMemory 1430,6.620299652568934e-7,6.382901682365406e-7,6.899086355915155e-7,8.987027043404107e-8,7.037288246597391e-8,1.1747384308598975e-7
LengthOfByteString/ExMemory 1440,6.306463331292756e-7,6.139119771452225e-7,6.463370558781357e-7,5.9321249081389644e-8,5.453109286730057e-8,6.402442872660057e-8
LengthOfByteString/ExMemory 1450,6.426143126364741e-7,6.22201953548521e-7,6.734163208944225e-7,8.536398695460471e-8,6.104454044667023e-8,1.2320700329988816e-7
LengthOfByteString/ExMemory 1460,6.269783477815242e-7,6.081565789517192e-7,6.502609063017761e-7,7.435759953723878e-8,6.651280815232387e-8,9.527767224352008e-8
LengthOfByteString/ExMemory 1470,6.587260226236784e-7,6.392494979533775e-7,6.94924448781594e-7,7.64982978641444e-8,5.7927546713309634e-8,1.2444431231220183e-7
LengthOfByteString/ExMemory 1480,6.195135754809739e-7,5.982392956904681e-7,6.41529223492079e-7,6.744318028204594e-8,6.128278204289553e-8,7.594849022124248e-8
LengthOfByteString/ExMemory 1490,7.331639654642416e-7,7.010737008059975e-7,7.73479579468152e-7,1.1453964464094239e-7,8.296409192510892e-8,1.8189808126103878e-7
LengthOfByteString/ExMemory 1500,5.840621128816292e-7,5.719447411837497e-7,5.996167714604065e-7,4.723469800252404e-8,3.666489258525345e-8,5.927195598818445e-8
IndexByteString/ExMemory 10/ExMemory 1,8.903082981179663e-7,8.524289718123289e-7,9.457889674099523e-7,1.528140462355833e-7,1.255409405738916e-7,1.98640280379533e-7
IndexByteString/ExMemory 20/ExMemory 1,9.21314971783938e-7,8.912885585043837e-7,9.533815487860186e-7,1.1013298232117503e-7,8.56121506675615e-8,1.401660639283928e-7
IndexByteString/ExMemory 30/ExMemory 1,9.693636040637387e-7,9.309355065842254e-7,1.032543914379235e-6,1.8761729289706414e-7,1.2128304788307375e-7,3.055583684615456e-7
IndexByteString/ExMemory 40/ExMemory 1,9.529114376440078e-7,9.275038714340985e-7,9.84771741812179e-7,9.747781056525897e-8,7.835863406310065e-8,1.3074608061438126e-7
IndexByteString/ExMemory 50/ExMemory 1,8.493872078898285e-7,8.111536437758101e-7,9.495004432181527e-7,1.9853521695705616e-7,7.893513462774773e-8,3.54788667436445e-7
IndexByteString/ExMemory 60/ExMemory 1,9.018747279033351e-7,8.71869409098556e-7,9.427836806989061e-7,1.1885834437635636e-7,8.961242735754316e-8,1.7401216605038332e-7
IndexByteString/ExMemory 70/ExMemory 1,1.1123913527943034e-6,9.704694228644896e-7,1.5320894957766663e-6,8.381404853875277e-7,1.239668725659045e-7,1.6010858328081413e-6
IndexByteString/ExMemory 80/ExMemory 1,8.290506361086794e-7,7.984190755739507e-7,8.72073346441343e-7,1.1607879433963148e-7,7.820656794088519e-8,1.6555189821624844e-7
IndexByteString/ExMemory 90/ExMemory 1,9.901881121513327e-7,9.65201844547001e-7,1.0277379620946398e-6,1.1032253631235662e-7,7.531055226975958e-8,1.5147229610284786e-7
IndexByteString/ExMemory 100/ExMemory 1,8.42734248644012e-7,8.134374082059415e-7,8.79372924878382e-7,9.830989374546104e-8,8.040071802768673e-8,1.28125998699108e-7
IndexByteString/ExMemory 110/ExMemory 1,8.685857184786547e-7,8.545569128131182e-7,8.849122349694251e-7,5.978808849394356e-8,5.330498595672368e-8,6.623408625990846e-8
IndexByteString/ExMemory 120/ExMemory 1,9.335435834299799e-7,8.999136416960131e-7,9.78742663449554e-7,1.1805831769329208e-7,7.793352534289487e-8,2.029772743850352e-7
IndexByteString/ExMemory 130/ExMemory 1,8.008987892761239e-7,7.810786754082569e-7,8.481159017244792e-7,9.608378394252263e-8,5.571982637994248e-8,1.6010182379955392e-7
IndexByteString/ExMemory 140/ExMemory 1,1.0426722954985987e-6,9.974278240175898e-7,1.145678223736996e-6,2.038365456802903e-7,1.0854911451857005e-7,3.991360599844697e-7
IndexByteString/ExMemory 150/ExMemory 1,9.115970358044196e-7,8.752924323177864e-7,9.664624491939623e-7,1.3047287858545106e-7,1.0618601101952252e-7,1.86955357474109e-7
IndexByteString/ExMemory 160/ExMemory 1,9.787407341962755e-7,9.493027996304953e-7,1.0175682761988945e-6,1.0891952246424371e-7,8.353785246928687e-8,1.3807208669885262e-7
IndexByteString/ExMemory 170/ExMemory 1,8.60343750245127e-7,8.324133120005553e-7,8.89163371448151e-7,9.430461546923212e-8,8.399341919842991e-8,1.1415572822680768e-7
IndexByteString/ExMemory 180/ExMemory 1,9.647828691871416e-7,9.50857716014794e-7,9.773320220134065e-7,4.582322352479565e-8,2.1568041486567917e-8,7.929626786152888e-8
IndexByteString/ExMemory 190/ExMemory 1,9.594948138542454e-7,9.444218729927303e-7,9.793664736047173e-7,5.7082165661624043e-8,4.1166929794058304e-8,8.843458049147366e-8
IndexByteString/ExMemory 200/ExMemory 1,1.045643822540989e-6,1.0129162821612357e-6,1.0832514420048263e-6,1.1303016143067142e-7,8.637001819605619e-8,1.4010610403896447e-7
IndexByteString/ExMemory 210/ExMemory 1,8.94260408230576e-7,8.583815028917344e-7,9.292120600938048e-7,1.199354802013841e-7,9.845336537546363e-8,1.6190027564430877e-7
IndexByteString/ExMemory 220/ExMemory 1,9.330374688987954e-7,8.974247454875628e-7,9.769449687855405e-7,1.3022479215476997e-7,1.0475746374507592e-7,1.6811669632775787e-7
IndexByteString/ExMemory 230/ExMemory 1,1.0027770419261416e-6,9.717008812125172e-7,1.0364286221799437e-6,1.1091213561563838e-7,8.131011035169942e-8,1.5599067341071165e-7
